type,policy_logps,reference_logps,rewards,lengths
rejected,-15.398035049438477,-9.791499137878418,-0.5606536269187927,-7
chosen,-54.8110237121582,-49.188114166259766,-0.5622909665107727,-151
rejected,-92.28899383544922,-79.33199310302734,-1.2957000732421875,-127
chosen,-74.53463745117188,-33.66383743286133,-4.087080001831055,0
rejected,-44.75741195678711,-10.313364028930664,-3.4444046020507812,-5
chosen,-85.19198608398438,-70.41319274902344,-1.4778794050216675,25
rejected,-99.64753723144531,-70.13108825683594,-2.9516448974609375,20
chosen,-54.59246826171875,-45.40803527832031,-0.9184433221817017,-194
rejected,-115.62559509277344,-87.71943664550781,-2.7906157970428467,-187
chosen,-5.526278972625732,-6.396661758422852,0.08703827857971191,-162
rejected,-75.94477844238281,-67.72412109375,-0.8220657706260681,-127
chosen,-36.79880905151367,-25.77249526977539,-1.1026314496994019,6
rejected,-95.73753356933594,-83.79547119140625,-1.1942062377929688,10
chosen,-71.03604125976562,-39.729209899902344,-3.130683183670044,-1
rejected,-93.63384246826172,-71.96380615234375,-2.167003631591797,7
chosen,-97.20457458496094,-92.24126434326172,-0.49633103609085083,-101
rejected,-314.16552734375,-304.7978515625,-0.936767578125,10
chosen,-278.135009765625,-255.94293212890625,-2.219207763671875,-233
rejected,-90.90740966796875,-66.03138732910156,-2.4876022338867188,-322
chosen,-263.2483825683594,-245.8101806640625,-1.7438201904296875,81
rejected,-59.87808609008789,-47.96353530883789,-1.1914551258087158,-16
chosen,-142.30258178710938,-114.60537719726562,-2.7697205543518066,0
rejected,-97.421630859375,-74.38134765625,-2.304028272628784,-35
chosen,-77.0759048461914,-74.02155303955078,-0.3054351806640625,31
rejected,-97.67839050292969,-65.22150421142578,-3.2456886768341064,16
chosen,-134.5436248779297,-124.30646514892578,-1.0237159729003906,-33
rejected,-189.81771850585938,-176.9818878173828,-1.2835830450057983,-49
chosen,-21.516143798828125,-16.855382919311523,-0.4660761058330536,-377
rejected,-44.360145568847656,-38.13309860229492,-0.6227046847343445,-377
chosen,-99.48223876953125,-83.10369110107422,-1.637854814529419,22
rejected,-101.05525207519531,-84.51358032226562,-1.6541671752929688,23
chosen,-372.1156005859375,-358.3650207519531,-1.3750580549240112,49
rejected,-116.9762191772461,-93.40277099609375,-2.35734486579895,-148
chosen,-138.0030517578125,-137.44180297851562,-0.05612487718462944,-158
rejected,-235.3982696533203,-227.5504608154297,-0.7847809195518494,-123
chosen,-102.57048034667969,-94.17044830322266,-0.8400031924247742,-18
rejected,-349.11627197265625,-333.7415771484375,-1.537469506263733,90
chosen,-147.27627563476562,-146.6649169921875,-0.06113586574792862,45
rejected,-46.68128967285156,-32.792236328125,-1.38890540599823,-28
chosen,-105.69188690185547,-95.98304748535156,-0.9708839654922485,25
rejected,-175.30926513671875,-164.21429443359375,-1.1094970703125,101
chosen,-262.15325927734375,-246.49176025390625,-1.5661499500274658,101
rejected,-102.8956298828125,-81.14569091796875,-2.1749939918518066,23
chosen,-328.8668212890625,-314.74676513671875,-1.4120056629180908,-88
rejected,-208.904541015625,-186.61434936523438,-2.2290191650390625,-179
chosen,-97.7769775390625,-87.68539428710938,-1.0091583728790283,-12
rejected,-237.21170043945312,-209.84097290039062,-2.737072706222534,43
chosen,-349.38702392578125,-340.8324890136719,-0.8554534912109375,-11
rejected,-363.9658203125,-337.8582763671875,-2.6107544898986816,-24
chosen,-377.43609619140625,-353.486083984375,-2.395001173019409,137
rejected,-394.14239501953125,-371.8310546875,-2.2311341762542725,200
chosen,-147.34060668945312,-141.6697998046875,-0.5670806765556335,-112
rejected,-223.12240600585938,-206.072265625,-1.7050141096115112,-82
chosen,-97.12521362304688,-71.01829528808594,-2.610691785812378,8
rejected,-40.60642623901367,-13.424880981445312,-2.7181546688079834,-9
chosen,-82.7797622680664,-79.0845718383789,-0.36951905488967896,37
rejected,-224.48399353027344,-203.85568237304688,-2.062831163406372,73
chosen,-80.25491333007812,-67.18106079101562,-1.3073853254318237,-200
rejected,-175.886962890625,-165.08419799804688,-1.0802764892578125,-146
chosen,-20.07126235961914,-18.91823959350586,-0.11530227959156036,-5
rejected,-26.492525100708008,-21.66061782836914,-0.48319074511528015,-2
chosen,-351.4302062988281,-325.5340576171875,-2.5896148681640625,-212
rejected,-130.46536254882812,-112.00333404541016,-1.8462028503417969,-310
chosen,-50.78729248046875,-44.759429931640625,-0.6027862429618835,-145
rejected,-204.7003173828125,-180.1675567626953,-2.4532761573791504,-97
chosen,-553.9434814453125,-507.86151123046875,-4.608197212219238,223
rejected,-183.27481079101562,-143.77310180664062,-3.9501709938049316,61
